id,tag,ticket_aereo_id,vuelo_id,estado
49,BAG00000049,48,1,ENTREGADO
50,BAG00000050,50,1,EN_TRANSITO
51,BAG00000051,52,1,ENTREGADO
52,BAG00000052,52,1,ENTREGADO
53,BAG00000053,54,1,ENTREGADO
54,BAG00000054,55,1,CARGADO
55,BAG00000055,56,1,ENTREGADO
56,BAG00000056,57,1,REGISTRADO
57,BAG00000057,58,1,CARGADO
58,BAG00000058,59,1,EN_TRANSITO
59,BAG00000059,60,1,ENTREGADO
60,BAG00000060,60,1,REGISTRADO
61,BAG00000061,62,1,CARGADO
62,BAG00000062,62,1,PERDIDO
63,BAG00000063,63,1,PERDIDO
64,BAG00000064,63,1,PERDIDO
65,BAG00000065,64,1,REGISTRADO
66,BAG00000066,64,1,ENTREGADO
67,BAG00000067,66,1,EN_TRANSITO
68,BAG00000068,67,1,ENTREGADO
69,BAG00000069,67,1,CARGADO
70,BAG00000070,68,1,REGISTRADO
71,BAG00000071,69,1,ENTREGADO
72,BAG00000072,70,1,PERDIDO
73,BAG00000073,71,1,CARGADO
74,BAG00000074,72,1,CARGADO
75,BAG00000075,73,1,ENTREGADO
76,BAG00000076,74,1,CARGADO
77,BAG00000077,74,1,EN_TRANSITO
78,BAG00000078,75,1,EN_TRANSITO
79,BAG00000079,75,1,CARGADO
80,BAG00000080,76,1,CARGADO
81,BAG00000081,76,1,EN_TRANSITO
82,BAG00000082,77,1,REGISTRADO
83,BAG00000083,78,1,CARGADO
84,BAG00000084,78,1,PERDIDO
85,BAG00000085,79,1,ENTREGADO
86,BAG00000086,79,1,REGISTRADO
87,BAG00000087,80,1,ENTREGADO
88,BAG00000088,82,1,CARGADO
89,BAG00000089,83,1,EN_TRANSITO
90,BAG00000090,83,1,CARGADO
91,BAG00000091,84,1,REGISTRADO
92,BAG00000092,84,1,ENTREGADO
93,BAG00000093,85,1,CARGADO
94,BAG00000094,85,1,EN_TRANSITO
95,BAG00000095,86,1,ENTREGADO
96,BAG00000096,86,1,CARGADO
97,BAG00000097,87,1,ENTREGADO
98,BAG00000098,88,1,REGISTRADO
99,BAG00000099,89,1,REGISTRADO
100,BAG00000100,89,1,EN_TRANSITO
101,BAG00000101,90,1,PERDIDO
102,BAG00000102,92,1,ENTREGADO
103,BAG00000103,93,1,ENTREGADO
104,BAG00000104,94,1,ENTREGADO
105,BAG00000105,96,1,CARGADO
106,BAG00000106,97,1,ENTREGADO
107,BAG00000107,98,1,CARGADO
108,BAG00000108,99,1,PERDIDO
109,BAG00000109,99,1,ENTREGADO
110,BAG00000110,101,1,REGISTRADO
111,BAG00000111,101,1,CARGADO
112,BAG00000112,103,1,REGISTRADO
113,BAG00000113,103,1,EN_TRANSITO
114,BAG00000114,104,1,EN_TRANSITO
115,BAG00000115,107,1,EN_TRANSITO
116,BAG00000116,108,1,CARGADO
117,BAG00000117,109,1,ENTREGADO
118,BAG00000118,109,1,ENTREGADO
119,BAG00000119,110,1,CARGADO
120,BAG00000120,110,1,EN_TRANSITO
121,BAG00000121,111,1,CARGADO
122,BAG00000122,112,1,ENTREGADO
123,BAG00000123,113,1,PERDIDO
124,BAG00000124,114,1,EN_TRANSITO
125,BAG00000125,114,1,REGISTRADO
126,BAG00000126,115,1,ENTREGADO
127,BAG00000127,115,1,EN_TRANSITO
128,BAG00000128,116,1,CARGADO
129,BAG00000129,116,1,REGISTRADO
130,BAG00000130,118,1,PERDIDO
131,BAG00000131,119,1,ENTREGADO
132,BAG00000132,120,1,ENTREGADO
133,BAG00000133,121,1,REGISTRADO
134,BAG00000134,121,1,CARGADO
135,BAG00000135,123,1,PERDIDO
136,BAG00000136,124,1,ENTREGADO
137,BAG00000137,126,1,CARGADO
138,BAG00000138,126,1,ENTREGADO
139,BAG00000139,127,1,ENTREGADO
140,BAG00000140,128,1,CARGADO
141,BAG00000141,130,1,ENTREGADO
142,BAG00000142,131,1,ENTREGADO
143,BAG00000143,131,1,EN_TRANSITO
144,BAG00000144,132,2,ENTREGADO
145,BAG00000145,134,2,CARGADO
146,BAG00000146,135,2,PERDIDO
147,BAG00000147,136,2,ENTREGADO
148,BAG00000148,138,2,CARGADO
149,BAG00000149,138,2,REGISTRADO
150,BAG00000150,139,2,REGISTRADO
151,BAG00000151,139,2,ENTREGADO
152,BAG00000152,140,2,EN_TRANSITO
153,BAG00000153,140,2,PERDIDO
154,BAG00000154,141,2,CARGADO
155,BAG00000155,142,2,CARGADO
156,BAG00000156,143,2,REGISTRADO
157,BAG00000157,144,2,ENTREGADO
158,BAG00000158,145,2,ENTREGADO
159,BAG00000159,146,2,CARGADO
160,BAG00000160,146,2,EN_TRANSITO
161,BAG00000161,147,2,EN_TRANSITO
162,BAG00000162,147,2,EN_TRANSITO
163,BAG00000163,149,2,CARGADO
164,BAG00000164,150,2,ENTREGADO
165,BAG00000165,151,2,REGISTRADO
166,BAG00000166,151,2,CARGADO
167,BAG00000167,153,2,REGISTRADO
168,BAG00000168,154,2,PERDIDO
169,BAG00000169,154,2,EN_TRANSITO
170,BAG00000170,157,2,EN_TRANSITO
171,BAG00000171,158,2,CARGADO
172,BAG00000172,159,2,ENTREGADO
173,BAG00000173,160,2,REGISTRADO
174,BAG00000174,161,2,EN_TRANSITO
175,BAG00000175,161,2,REGISTRADO
176,BAG00000176,162,2,EN_TRANSITO
177,BAG00000177,162,2,EN_TRANSITO
178,BAG00000178,163,2,ENTREGADO
179,BAG00000179,164,2,CARGADO
180,BAG00000180,164,2,ENTREGADO
181,BAG00000181,165,2,ENTREGADO
182,BAG00000182,165,2,REGISTRADO
183,BAG00000183,168,2,CARGADO
184,BAG00000184,170,2,ENTREGADO
185,BAG00000185,170,2,ENTREGADO
186,BAG00000186,171,2,PERDIDO
187,BAG00000187,172,2,EN_TRANSITO
188,BAG00000188,172,2,EN_TRANSITO
189,BAG00000189,173,2,PERDIDO
190,BAG00000190,174,2,ENTREGADO
191,BAG00000191,174,2,EN_TRANSITO
192,BAG00000192,176,2,EN_TRANSITO
193,BAG00000193,177,2,ENTREGADO
194,BAG00000194,178,2,CARGADO
195,BAG00000195,178,2,REGISTRADO
196,BAG00000196,179,2,ENTREGADO
197,BAG00000197,180,2,CARGADO
198,BAG00000198,182,2,ENTREGADO
199,BAG00000199,182,2,CARGADO
200,BAG00000200,183,2,EN_TRANSITO
201,BAG00000201,183,2,ENTREGADO
202,BAG00000202,184,2,CARGADO
203,BAG00000203,185,2,ENTREGADO
204,BAG00000204,185,2,ENTREGADO
205,BAG00000205,186,2,ENTREGADO
206,BAG00000206,187,2,REGISTRADO
207,BAG00000207,188,2,CARGADO
208,BAG00000208,188,2,EN_TRANSITO
209,BAG00000209,189,2,REGISTRADO
210,BAG00000210,189,2,REGISTRADO
211,BAG00000211,191,2,CARGADO
212,BAG00000212,191,2,ENTREGADO
213,BAG00000213,192,2,CARGADO
214,BAG00000214,193,2,EN_TRANSITO
215,BAG00000215,194,2,EN_TRANSITO
216,BAG00000216,195,2,ENTREGADO
217,BAG00000217,196,2,EN_TRANSITO
218,BAG00000218,197,2,REGISTRADO
219,BAG00000219,197,2,PERDIDO
220,BAG00000220,198,2,ENTREGADO
221,BAG00000221,198,2,EN_TRANSITO
222,BAG00000222,200,2,CARGADO
223,BAG00000223,201,2,ENTREGADO
224,BAG00000224,201,2,REGISTRADO
225,BAG00000225,202,2,EN_TRANSITO
226,BAG00000226,203,2,ENTREGADO
227,BAG00000227,208,2,CARGADO
228,BAG00000228,209,2,EN_TRANSITO
229,BAG00000229,210,2,CARGADO
230,BAG00000230,211,2,ENTREGADO
231,BAG00000231,212,2,ENTREGADO
232,BAG00000232,212,2,CARGADO
233,BAG00000233,213,2,CARGADO
234,BAG00000234,214,2,REGISTRADO
235,BAG00000235,215,2,CARGADO
236,BAG00000236,216,2,REGISTRADO
237,BAG00000237,217,2,ENTREGADO
238,BAG00000238,219,2,CARGADO
239,BAG00000239,221,2,REGISTRADO
240,BAG00000240,222,2,ENTREGADO
241,BAG00000241,222,2,ENTREGADO
242,BAG00000242,223,2,ENTREGADO
243,BAG00000243,224,2,REGISTRADO
244,BAG00000244,224,2,CARGADO
245,BAG00000245,225,2,CARGADO
246,BAG00000246,226,2,EN_TRANSITO
247,BAG00000247,227,2,EN_TRANSITO
248,BAG00000248,227,2,REGISTRADO
249,BAG00000249,228,2,ENTREGADO
250,BAG00000250,229,2,ENTREGADO
251,BAG00000251,231,2,CARGADO
252,BAG00000252,232,2,CARGADO
253,BAG00000253,233,2,EN_TRANSITO
254,BAG00000254,233,2,ENTREGADO
255,BAG00000255,234,2,EN_TRANSITO
256,BAG00000256,234,2,ENTREGADO
257,BAG00000257,235,2,ENTREGADO
258,BAG00000258,236,2,CARGADO
259,BAG00000259,237,2,CARGADO
260,BAG00000260,238,2,CARGADO
261,BAG00000261,239,2,EN_TRANSITO
262,BAG00000262,241,2,EN_TRANSITO
263,BAG00000263,242,2,CARGADO
264,BAG00000264,244,2,ENTREGADO
265,BAG00000265,244,2,CARGADO
266,BAG00000266,245,2,ENTREGADO
267,BAG00000267,246,2,EN_TRANSITO
268,BAG00000268,246,2,CARGADO
269,BAG00000269,247,2,EN_TRANSITO
270,BAG00000270,247,2,ENTREGADO
271,BAG00000271,249,2,ENTREGADO
272,BAG00000272,250,2,CARGADO
273,BAG00000273,250,2,REGISTRADO
274,BAG00000274,253,2,EN_TRANSITO
275,BAG00000275,253,2,EN_TRANSITO
276,BAG00000276,254,2,EN_TRANSITO
277,BAG00000277,255,2,EN_TRANSITO
278,BAG00000278,255,2,CARGADO
279,BAG00000279,256,2,EN_TRANSITO
280,BAG00000280,257,2,ENTREGADO
281,BAG00000281,258,2,EN_TRANSITO
282,BAG00000282,260,2,REGISTRADO
283,BAG00000283,261,2,PERDIDO
284,BAG00000284,261,2,CARGADO
285,BAG00000285,262,2,EN_TRANSITO
286,BAG00000286,263,2,CARGADO
287,BAG00000287,264,2,CARGADO
288,BAG00000288,265,2,EN_TRANSITO
289,BAG00000289,266,2,CARGADO
290,BAG00000290,266,2,CARGADO
291,BAG00000291,267,2,ENTREGADO
292,BAG00000292,268,2,ENTREGADO
293,BAG00000293,268,2,ENTREGADO
294,BAG00000294,269,2,CARGADO
295,BAG00000295,270,2,EN_TRANSITO
296,BAG00000296,271,2,CARGADO
297,BAG00000297,272,2,ENTREGADO
298,BAG00000298,273,2,ENTREGADO
299,BAG00000299,274,2,EN_TRANSITO
300,BAG00000300,275,2,EN_TRANSITO
301,BAG00000301,277,2,EN_TRANSITO
302,BAG00000302,278,2,CARGADO
303,BAG00000303,279,2,CARGADO
304,BAG00000304,279,2,EN_TRANSITO
305,BAG00000305,280,2,CARGADO
306,BAG00000306,281,2,REGISTRADO
307,BAG00000307,282,2,REGISTRADO
308,BAG00000308,282,2,CARGADO
309,BAG00000309,283,2,CARGADO
310,BAG00000310,283,2,EN_TRANSITO
311,BAG00000311,284,2,CARGADO
312,BAG00000312,285,2,REGISTRADO
313,BAG00000313,286,2,EN_TRANSITO
314,BAG00000314,287,2,ENTREGADO
315,BAG00000315,288,2,ENTREGADO
316,BAG00000316,289,2,REGISTRADO
317,BAG00000317,290,2,ENTREGADO
318,BAG00000318,290,2,CARGADO
319,BAG00000319,291,2,ENTREGADO
320,BAG00000320,292,2,CARGADO
321,BAG00000321,295,2,REGISTRADO
322,BAG00000322,296,2,REGISTRADO
323,BAG00000323,296,2,ENTREGADO
324,BAG00000324,297,2,ENTREGADO
325,BAG00000325,298,2,ENTREGADO
326,BAG00000326,298,2,PERDIDO
327,BAG00000327,299,2,CARGADO
328,BAG00000328,300,2,ENTREGADO
329,BAG00000329,301,2,REGISTRADO
330,BAG00000330,301,2,CARGADO
331,BAG00000331,302,2,ENTREGADO
332,BAG00000332,303,2,REGISTRADO
333,BAG00000333,303,2,ENTREGADO
334,BAG00000334,305,2,CARGADO
335,BAG00000335,307,2,CARGADO
336,BAG00000336,308,2,CARGADO
337,BAG00000337,309,2,ENTREGADO
338,BAG00000338,310,2,REGISTRADO
339,BAG00000339,311,2,REGISTRADO
340,BAG00000340,311,2,REGISTRADO
341,BAG00000341,312,2,ENTREGADO
342,BAG00000342,312,2,CARGADO
343,BAG00000343,313,2,EN_TRANSITO
344,BAG00000344,314,2,CARGADO
345,BAG00000345,315,2,ENTREGADO
346,BAG00000346,316,2,EN_TRANSITO
347,BAG00000347,316,2,ENTREGADO
348,BAG00000348,317,2,EN_TRANSITO
349,BAG00000349,318,2,EN_TRANSITO
350,BAG00000350,319,2,CARGADO
351,BAG00000351,321,2,ENTREGADO
352,BAG00000352,321,2,CARGADO
353,BAG00000353,322,2,EN_TRANSITO
354,BAG00000354,322,2,CARGADO
355,BAG00000355,325,2,REGISTRADO
356,BAG00000356,326,2,EN_TRANSITO
357,BAG00000357,327,2,CARGADO
358,BAG00000358,328,2,REGISTRADO
359,BAG00000359,329,2,ENTREGADO
360,BAG00000360,330,2,CARGADO
361,BAG00000361,331,2,CARGADO
362,BAG00000362,331,2,ENTREGADO
363,BAG00000363,332,2,PERDIDO
364,BAG00000364,333,2,CARGADO
365,BAG00000365,334,2,EN_TRANSITO
366,BAG00000366,335,2,REGISTRADO
367,BAG00000367,336,2,ENTREGADO
368,BAG00000368,337,2,CARGADO
369,BAG00000369,339,2,ENTREGADO
370,BAG00000370,340,2,CARGADO
371,BAG00000371,341,2,ENTREGADO
372,BAG00000372,342,2,CARGADO
373,BAG00000373,342,2,EN_TRANSITO
374,BAG00000374,343,2,REGISTRADO
375,BAG00000375,345,2,ENTREGADO
376,BAG00000376,346,2,CARGADO
377,BAG00000377,347,2,ENTREGADO
378,BAG00000378,347,2,CARGADO
379,BAG00000379,348,2,EN_TRANSITO
380,BAG00000380,352,2,ENTREGADO
381,BAG00000381,352,2,ENTREGADO
382,BAG00000382,353,2,REGISTRADO
383,BAG00000383,354,2,ENTREGADO
384,BAG00000384,354,2,ENTREGADO
385,BAG00000385,355,2,ENTREGADO
386,BAG00000386,355,2,EN_TRANSITO
387,BAG00000387,356,2,CARGADO
388,BAG00000388,356,2,EN_TRANSITO
389,BAG00000389,357,3,REGISTRADO
390,BAG00000390,357,3,CARGADO
391,BAG00000391,358,3,REGISTRADO
392,BAG00000392,359,3,CARGADO
393,BAG00000393,360,3,REGISTRADO
394,BAG00000394,362,3,CARGADO
395,BAG00000395,362,3,ENTREGADO
396,BAG00000396,363,3,ENTREGADO
397,BAG00000397,364,3,ENTREGADO
398,BAG00000398,365,3,PERDIDO
399,BAG00000399,366,3,CARGADO
400,BAG00000400,367,3,CARGADO
401,BAG00000401,367,3,CARGADO
402,BAG00000402,368,3,CARGADO
403,BAG00000403,369,3,REGISTRADO
404,BAG00000404,370,3,CARGADO
405,BAG00000405,371,3,CARGADO
406,BAG00000406,372,3,ENTREGADO
407,BAG00000407,372,3,ENTREGADO
408,BAG00000408,373,3,REGISTRADO
409,BAG00000409,373,3,EN_TRANSITO
410,BAG00000410,374,3,REGISTRADO
411,BAG00000411,375,3,ENTREGADO
412,BAG00000412,376,3,ENTREGADO
413,BAG00000413,376,3,EN_TRANSITO
414,BAG00000414,378,3,ENTREGADO
415,BAG00000415,379,3,CARGADO
416,BAG00000416,380,3,CARGADO
417,BAG00000417,381,3,CARGADO
418,BAG00000418,381,3,ENTREGADO
419,BAG00000419,382,3,EN_TRANSITO
420,BAG00000420,383,3,REGISTRADO
421,BAG00000421,384,3,ENTREGADO
422,BAG00000422,386,3,EN_TRANSITO
423,BAG00000423,387,3,REGISTRADO
424,BAG00000424,387,3,EN_TRANSITO
425,BAG00000425,388,3,EN_TRANSITO
426,BAG00000426,389,3,CARGADO
427,BAG00000427,389,3,ENTREGADO
428,BAG00000428,390,3,ENTREGADO
429,BAG00000429,391,3,ENTREGADO
430,BAG00000430,393,3,ENTREGADO
431,BAG00000431,394,3,REGISTRADO
432,BAG00000432,394,3,EN_TRANSITO
433,BAG00000433,395,3,EN_TRANSITO
434,BAG00000434,396,3,REGISTRADO
435,BAG00000435,397,3,ENTREGADO
436,BAG00000436,398,3,ENTREGADO
437,BAG00000437,398,3,ENTREGADO
438,BAG00000438,399,3,REGISTRADO
439,BAG00000439,400,3,ENTREGADO
440,BAG00000440,401,3,ENTREGADO
441,BAG00000441,403,3,CARGADO
442,BAG00000442,404,3,CARGADO
443,BAG00000443,405,3,ENTREGADO
444,BAG00000444,405,3,EN_TRANSITO
445,BAG00000445,407,3,EN_TRANSITO
446,BAG00000446,407,3,REGISTRADO
447,BAG00000447,408,3,EN_TRANSITO
448,BAG00000448,409,3,ENTREGADO
449,BAG00000449,410,3,ENTREGADO
450,BAG00000450,411,3,ENTREGADO
451,BAG00000451,411,3,CARGADO
452,BAG00000452,412,3,CARGADO
453,BAG00000453,413,3,EN_TRANSITO
454,BAG00000454,413,3,CARGADO
455,BAG00000455,416,3,ENTREGADO
456,BAG00000456,417,3,REGISTRADO
457,BAG00000457,418,3,ENTREGADO
458,BAG00000458,418,3,EN_TRANSITO
459,BAG00000459,419,3,REGISTRADO
460,BAG00000460,419,3,CARGADO
461,BAG00000461,420,3,CARGADO
462,BAG00000462,421,3,REGISTRADO
463,BAG00000463,422,3,PERDIDO
464,BAG00000464,422,3,ENTREGADO
465,BAG00000465,423,3,ENTREGADO
466,BAG00000466,424,3,ENTREGADO
467,BAG00000467,425,3,ENTREGADO
468,BAG00000468,425,3,ENTREGADO
469,BAG00000469,426,3,ENTREGADO
470,BAG00000470,426,3,ENTREGADO
471,BAG00000471,427,3,EN_TRANSITO
472,BAG00000472,427,3,CARGADO
473,BAG00000473,430,3,CARGADO
474,BAG00000474,432,3,ENTREGADO
475,BAG00000475,433,3,ENTREGADO
476,BAG00000476,434,3,EN_TRANSITO
477,BAG00000477,435,3,EN_TRANSITO
478,BAG00000478,436,3,CARGADO
479,BAG00000479,437,3,ENTREGADO
480,BAG00000480,437,3,ENTREGADO
481,BAG00000481,438,3,CARGADO
482,BAG00000482,439,3,ENTREGADO
483,BAG00000483,440,3,PERDIDO
484,BAG00000484,440,3,ENTREGADO
485,BAG00000485,441,3,REGISTRADO
486,BAG00000486,441,3,CARGADO
487,BAG00000487,442,3,CARGADO
488,BAG00000488,443,3,EN_TRANSITO
489,BAG00000489,444,3,REGISTRADO
490,BAG00000490,445,3,ENTREGADO
491,BAG00000491,445,3,REGISTRADO
492,BAG00000492,446,3,ENTREGADO
493,BAG00000493,447,3,CARGADO
494,BAG00000494,448,3,EN_TRANSITO
495,BAG00000495,448,3,ENTREGADO
496,BAG00000496,449,3,CARGADO
497,BAG00000497,450,3,ENTREGADO
498,BAG00000498,451,3,ENTREGADO
499,BAG00000499,452,3,ENTREGADO
500,BAG00000500,453,3,PERDIDO
501,BAG00000501,454,3,REGISTRADO
502,BAG00000502,455,3,ENTREGADO
503,BAG00000503,455,3,PERDIDO
504,BAG00000504,456,3,ENTREGADO
505,BAG00000505,457,3,CARGADO
506,BAG00000506,457,3,CARGADO
507,BAG00000507,458,3,PERDIDO
508,BAG00000508,459,3,ENTREGADO
509,BAG00000509,459,3,REGISTRADO
510,BAG00000510,460,3,ENTREGADO
511,BAG00000511,460,3,CARGADO
512,BAG00000512,461,3,CARGADO
513,BAG00000513,462,3,REGISTRADO
514,BAG00000514,464,3,REGISTRADO
515,BAG00000515,465,3,CARGADO
516,BAG00000516,466,3,CARGADO
517,BAG00000517,467,3,EN_TRANSITO
518,BAG00000518,468,3,PERDIDO
519,BAG00000519,469,3,CARGADO
520,BAG00000520,470,3,REGISTRADO
521,BAG00000521,470,3,EN_TRANSITO
522,BAG00000522,471,3,EN_TRANSITO
523,BAG00000523,471,3,CARGADO
524,BAG00000524,472,3,REGISTRADO
525,BAG00000525,473,3,CARGADO
526,BAG00000526,475,3,CARGADO
527,BAG00000527,475,3,EN_TRANSITO
528,BAG00000528,476,3,CARGADO
529,BAG00000529,476,3,REGISTRADO
530,BAG00000530,478,3,REGISTRADO
531,BAG00000531,479,3,ENTREGADO
532,BAG00000532,480,3,PERDIDO
533,BAG00000533,481,3,ENTREGADO
534,BAG00000534,482,3,CARGADO
535,BAG00000535,483,3,CARGADO
536,BAG00000536,483,3,ENTREGADO
537,BAG00000537,484,3,ENTREGADO
538,BAG00000538,485,3,CARGADO
539,BAG00000539,486,3,ENTREGADO
540,BAG00000540,487,3,EN_TRANSITO
541,BAG00000541,487,3,ENTREGADO
542,BAG00000542,489,3,EN_TRANSITO
543,BAG00000543,490,3,EN_TRANSITO
544,BAG00000544,490,3,ENTREGADO
545,BAG00000545,491,3,REGISTRADO
546,BAG00000546,492,3,EN_TRANSITO
547,BAG00000547,493,4,CARGADO
548,BAG00000548,494,4,ENTREGADO
549,BAG00000549,495,4,ENTREGADO
550,BAG00000550,495,4,REGISTRADO
551,BAG00000551,497,4,PERDIDO
552,BAG00000552,498,4,CARGADO
553,BAG00000553,499,4,EN_TRANSITO
554,BAG00000554,499,4,ENTREGADO
555,BAG00000555,501,4,CARGADO
556,BAG00000556,502,4,ENTREGADO
557,BAG00000557,503,4,ENTREGADO
558,BAG00000558,503,4,PERDIDO
559,BAG00000559,504,4,EN_TRANSITO
560,BAG00000560,506,4,ENTREGADO
561,BAG00000561,506,4,EN_TRANSITO
562,BAG00000562,507,4,REGISTRADO
563,BAG00000563,508,4,ENTREGADO
564,BAG00000564,509,4,REGISTRADO
565,BAG00000565,509,4,REGISTRADO
566,BAG00000566,510,4,EN_TRANSITO
567,BAG00000567,510,4,CARGADO
568,BAG00000568,511,4,EN_TRANSITO
569,BAG00000569,512,4,EN_TRANSITO
570,BAG00000570,512,4,ENTREGADO
571,BAG00000571,513,4,CARGADO
572,BAG00000572,514,4,EN_TRANSITO
573,BAG00000573,515,4,CARGADO
574,BAG00000574,517,4,CARGADO
575,BAG00000575,517,4,REGISTRADO
576,BAG00000576,518,4,ENTREGADO
577,BAG00000577,519,4,ENTREGADO
578,BAG00000578,520,4,ENTREGADO
579,BAG00000579,521,4,ENTREGADO
580,BAG00000580,522,4,ENTREGADO
581,BAG00000581,523,4,CARGADO
582,BAG00000582,523,4,CARGADO
583,BAG00000583,524,4,ENTREGADO
584,BAG00000584,525,4,PERDIDO
585,BAG00000585,526,4,REGISTRADO
586,BAG00000586,526,4,CARGADO
587,BAG00000587,527,4,ENTREGADO
588,BAG00000588,527,4,ENTREGADO
589,BAG00000589,528,4,REGISTRADO
590,BAG00000590,530,4,EN_TRANSITO
591,BAG00000591,531,4,CARGADO
592,BAG00000592,532,4,CARGADO
593,BAG00000593,532,4,CARGADO
594,BAG00000594,533,4,ENTREGADO
595,BAG00000595,534,4,PERDIDO
596,BAG00000596,535,4,CARGADO
597,BAG00000597,535,4,EN_TRANSITO
598,BAG00000598,536,4,ENTREGADO
599,BAG00000599,536,4,EN_TRANSITO
600,BAG00000600,537,4,ENTREGADO
601,BAG00000601,538,4,CARGADO
602,BAG00000602,539,4,ENTREGADO
603,BAG00000603,540,4,CARGADO
604,BAG00000604,540,4,CARGADO
605,BAG00000605,541,4,EN_TRANSITO
606,BAG00000606,542,4,EN_TRANSITO
607,BAG00000607,543,4,CARGADO
608,BAG00000608,543,4,CARGADO
609,BAG00000609,544,4,EN_TRANSITO
610,BAG00000610,545,4,REGISTRADO
611,BAG00000611,546,4,CARGADO
612,BAG00000612,546,4,CARGADO
613,BAG00000613,547,4,ENTREGADO
614,BAG00000614,548,4,CARGADO
615,BAG00000615,549,4,EN_TRANSITO
616,BAG00000616,550,4,EN_TRANSITO
617,BAG00000617,551,4,CARGADO
618,BAG00000618,553,4,ENTREGADO
619,BAG00000619,554,4,ENTREGADO
620,BAG00000620,555,4,ENTREGADO
621,BAG00000621,556,4,CARGADO
622,BAG00000622,557,4,EN_TRANSITO
623,BAG00000623,558,4,CARGADO
624,BAG00000624,558,4,ENTREGADO
625,BAG00000625,560,4,ENTREGADO
626,BAG00000626,560,4,EN_TRANSITO
627,BAG00000627,561,4,ENTREGADO
628,BAG00000628,561,4,CARGADO
629,BAG00000629,562,4,EN_TRANSITO
630,BAG00000630,566,4,ENTREGADO
631,BAG00000631,567,4,ENTREGADO
632,BAG00000632,568,4,EN_TRANSITO
633,BAG00000633,569,4,ENTREGADO
634,BAG00000634,569,4,ENTREGADO
635,BAG00000635,570,4,CARGADO
636,BAG00000636,571,4,CARGADO
637,BAG00000637,572,4,CARGADO
638,BAG00000638,572,4,EN_TRANSITO
639,BAG00000639,573,4,ENTREGADO
640,BAG00000640,574,4,EN_TRANSITO
641,BAG00000641,575,4,CARGADO
642,BAG00000642,576,4,REGISTRADO
643,BAG00000643,576,4,CARGADO
644,BAG00000644,577,4,EN_TRANSITO
645,BAG00000645,578,4,EN_TRANSITO
646,BAG00000646,580,4,CARGADO
647,BAG00000647,581,4,ENTREGADO
648,BAG00000648,582,4,EN_TRANSITO
649,BAG00000649,582,4,EN_TRANSITO
650,BAG00000650,583,4,EN_TRANSITO
651,BAG00000651,584,4,CARGADO
652,BAG00000652,584,4,CARGADO
653,BAG00000653,586,4,REGISTRADO
654,BAG00000654,587,4,ENTREGADO
655,BAG00000655,589,4,ENTREGADO
656,BAG00000656,590,4,ENTREGADO
657,BAG00000657,591,4,EN_TRANSITO
658,BAG00000658,592,4,ENTREGADO
659,BAG00000659,593,4,ENTREGADO
660,BAG00000660,594,4,CARGADO
661,BAG00000661,594,4,REGISTRADO
662,BAG00000662,595,4,CARGADO
663,BAG00000663,596,4,CARGADO
664,BAG00000664,597,4,EN_TRANSITO
665,BAG00000665,597,4,ENTREGADO
666,BAG00000666,598,4,REGISTRADO
667,BAG00000667,600,4,EN_TRANSITO
668,BAG00000668,600,4,REGISTRADO
669,BAG00000669,601,4,CARGADO
670,BAG00000670,601,4,ENTREGADO
